{226} 	215.085		2.3682921E-03		2.3800785E-06	;
{227} 	208.056		2.0940879E-03		1.1485454E-06	;
{228} 	210.339		2.0209663E-03		7.6765031E-07	;
{229} 	213.072		2.0902136E-03		1.2886403E-06	;
{230} 	212.682		2.0647477E-03		2.1233288E-06	;
{231} 	209.866		2.2592098E-03		9.6398344E-07	;
{232} 	211.870		1.7032690E-03		3.9488754E-07	;
{233} 	208.757		2.2968370E-03		1.4956589E-06	;
{234} 	210.581		2.2946037E-03		1.0278669E-06	;
{235} 	214.560		2.2076361E-03		1.5617826E-06	;
{236} 	210.330		2.2493205E-03		1.9102886E-06	;
{237} 	206.312		2.2871166E-03		1.5936838E-06	;
{238} 	209.412		2.3016483E-03		1.7309400E-06	;
{239} 	209.541		2.3065202E-03		1.6767249E-06	;
{240} 	207.973		2.1032782E-03		1.1833537E-06	;
{241} 	211.675		2.0274587E-03		1.5345919E-06	;
{242} 	207.664		1.8504923E-03		5.6115613E-07	;
{243} 	211.145		2.1589594E-03		1.2491167E-06	;
{244} 	203.886		2.0952655E-03		8.6549920E-07	;
{245} 	206.961		2.1917750E-03		1.3775650E-06	;
{246} 	203.898		2.3317251E-03		1.8928599E-06	;
{247} 	204.357		2.2775754E-03		1.5458768E-06	;
{248} 	208.639		2.0619086E-03		1.0545626E-06	;
{249} 	208.876		2.1387662E-03		1.4540879E-06	;
{250} 	211.205		2.2369779E-03		2.0822531E-06	;
{251} 	205.756		2.1988605E-03		7.7560577E-07	;
{252} 	206.098		2.2147766E-03		1.3289057E-06	;
{253} 	205.885		2.3377440E-03		2.0262632E-06	;
{254} 	208.467		2.0588182E-03		1.6205707E-06	;
{255} 	207.873		2.0749227E-03		6.7261095E-07	;
{256} 	205.999		2.3338045E-03		2.0764073E-06	;
{257} 	212.591		2.1545640E-03		1.9921019E-06	;
{258} 	206.313		2.2915332E-03		1.3030219E-06	;
{259} 	209.533		1.9725007E-03		9.5008829E-07	;
{260} 	208.084		2.0634704E-03		9.0271976E-07	;
{261} 	208.926		2.1352503E-03		1.2730884E-06	;
{262} 	206.872		2.2422830E-03		9.6178894E-07	;
{263} 	210.256		2.2168111E-03		1.5882105E-06	;
{264} 	208.414		2.0380628E-03		9.5509972E-07	;
{265} 	207.249		2.1902346E-03		1.3233038E-06	;
{266} 	209.292		2.2577220E-03		1.3845936E-06	;
{267} 	209.928		2.2984943E-03		1.7353016E-06	;
{268} 	211.072		2.2663379E-03		1.5666456E-06	;
{269} 	209.427		2.2828819E-03		1.5677844E-06	;
{270} 	211.686		2.3865760E-03		2.3531325E-06	;
{271} 	208.420		2.0671224E-03		9.6604526E-07	;
{275} 	209.169		2.1827854E-03		1.3582955E-06	;
{276} 	211.072		2.3304815E-03		2.3527675E-06	;
{277} 	212.984		2.1921408E-03		1.4677606E-06	;
{278} 	211.776		2.1781104E-03		1.2862095E-06	;
{279} 	212.769		2.2439403E-03		1.8326175E-06	;
{280} 	211.913		2.2429950E-03		1.8636090E-06	;
{281} 	211.323		2.1765847E-03		8.4399591E-07	;
{285} 	212.062		2.2386906E-03		1.9200293E-06	;
{286} 	211.730		2.1732978E-03		1.1027279E-06	;
{287} 	207.248		2.1823791E-03		1.1965982E-06	;
{291} 	211.990		2.2319432E-03		1.5831188E-06	;
{292} 	214.081		2.2501538E-03		1.8673589E-06	;
{293} 	211.537		2.2834656E-03		1.3979250E-06	;
{294} 	210.141		2.2650743E-03		1.7084624E-06	;
{295} 	211.988		2.2613928E-03		1.8166900E-06	;
{296} 	215.542		2.1811577E-03		1.4545868E-06	;
{297} 	213.652		2.2391623E-03		2.0218899E-06	;
{298} 	214.230		2.2763067E-03		2.3730952E-06	;
{299} 	212.556		2.2522591E-03		2.0179461E-06	;
{300} 	212.113		2.2555436E-03		1.1994803E-06	;
