V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,X1,X2,X3,X4,X5,X6,X7
2.322726e+00+j6.068547e+00,1.513696e+01+j6.784351e+00,9.351087e+00-j9.085087e+00,3.328826e+00-j7.030573e+00,1.695632e+00-j5.286585e+00,1.045503e+00-j4.232204e+00,7.177854e-01-j3.540104e+00,5.273268e-01-j3.050822e+00,4.058119e-01-j2.685522e+00,3.230327e-01-j2.401572e+00,5.53095e-09,5.47485e-09,3482.4,2283.6,3261.6,1965.6,1232.25
-8.830208e+00+j3.274937e+00,-9.807811e+00+j1.524593e+00,-1.003759e+01+j2.692993e-01,-9.996856e+00-j6.923128e-01,-9.824896e+00-j1.469944e+00,-9.576302e+00-j2.118158e+00,-9.278608e+00-j2.666322e+00,-8.948743e+00-j3.131838e+00,-8.598540e+00-j3.526460e+00,-8.237027e+00-j3.858857e+00,6.06135e-09,6.5994e-09,2787.6,3406.8,1284,2650.5,150
6.379212e+00+j9.789085e+00,1.776873e+01+j8.033544e+00,2.030962e+01-j4.707721e+00,1.348354e+01-j1.033210e+01,8.527992e+00-j1.047759e+01,5.745858e+00-j9.484252e+00,4.120545e+00-j8.438286e+00,3.102186e+00-j7.534323e+00,2.423647e+00-j6.781878e+00,1.948594e+00-j6.156662e+00,5.8191e-09,7.50975e-09,1362,2271.6,2968.8,1768.5,932.25
3.012376e+00+j3.931868e+00,5.504528e+00+j3.811986e+00,7.231365e+00+j2.569511e+00,8.025982e+00+j9.748606e-01,8.112679e+00-j5.072224e-01,7.772846e+00-j1.699400e+00,7.221034e+00-j2.582174e+00,6.592197e+00-j3.198814e+00,5.961852e+00-j3.607215e+00,5.367916e+00-j3.860556e+00,3.74085e-09,5.7987e-09,1360.8,3990,1990.8,1226.7,775.5
-6.371643e+00+j1.238895e+00,-6.591942e+00+j3.684285e-01,-6.605823e+00-j2.106164e-01,-6.546278e+00-j6.585554e-01,-6.447204e+00-j1.032461e+00,-6.321589e+00-j1.356209e+00,-6.176289e+00-j1.641456e+00,-6.015928e+00-j1.894500e+00,-5.844076e+00-j2.119176e+00,-5.663792e+00-j2.318090e+00,6.74475e-09,4.8858e-09,2737.2,2626.8,2538,18000,1190.25
-2.092390e-03-j1.144440e-02,-4.833172e-03-j1.700853e-02,-8.357360e-03-j2.169741e-02,-1.235040e-02-j2.542407e-02,-1.652821e-02-j2.821342e-02,-2.066940e-02-j3.016357e-02,-2.462162e-02-j3.140867e-02,-2.829460e-02-j3.208957e-02,-3.164503e-02-j3.233634e-02,-3.466270e-02-j3.226076e-02,4.0188e-09,-5.355e-11,2618.4,1411.2,1215.6,1113.3,1034.25
2.400138e+00+j3.346612e+00,4.421426e+00+j3.419773e+00,5.920392e+00+j2.604832e+00,6.756258e+00+j1.447697e+00,7.054827e+00+j2.864584e-01,6.990862e+00-j7.269828e-01,6.709391e+00-j1.547806e+00,6.312499e+00-j2.181602e+00,5.866234e+00-j2.653453e+00,5.410902e+00-j2.993002e+00,4.64355e-09,6.9513e-09,847.2,2509.2,1723.2,1398.6,1314
1.063511e+00-j8.898146e-01,4.653717e-01-j7.904584e-01,2.530929e-01-j6.273229e-01,1.583122e-01-j5.110446e-01,1.082459e-01-j4.289385e-01,7.865292e-02-j3.688053e-01,5.972504e-02-j3.231369e-01,4.689460e-02-j2.873760e-01,3.779337e-02-j2.586585e-01,3.110985e-02-j2.351097e-01,5.1e-08,7.58625e-09,3361.2,1508.4,2902.8,1800,1252.5
1.558513e+00+j3.268858e+00,3.002843e+00+j4.031209e+00,4.279477e+00+j4.206680e+00,5.273330e+00+j4.070001e+00,6.011712e+00+j3.800713e+00,6.554957e+00+j3.491404e+00,6.957299e+00+j3.184156e+00,7.259296e+00+j2.895979e+00,7.489490e+00+j2.632223e+00,7.667674e+00+j2.393153e+00,5.44425e-09,3.38895e-09,24,3356.4,2776.8,1590.3,2232.75
1.653117e+00+j1.982124e+00,2.977196e+00+j1.770195e+00,3.789427e+00+j9.542501e-01,4.029516e+00+j2.893142e-02,3.889199e+00-j7.392865e-01,3.565382e+00-j1.286686e+00,3.183984e+00-j1.640983e+00,2.809176e+00-j1.851682e+00,2.468021e+00-j1.963242e+00,2.168578e+00-j2.008988e+00,4.49565e-09,5.21985e-09,2224.8,3291.6,1780.8,2324.7,2137.5
1.193261e+00+j1.227141e+00,1.953373e+00+j9.901246e-01,2.351125e+00+j4.947645e-01,2.455237e+00-j3.939013e-03,2.383979e+00-j4.121891e-01,2.225340e+00-j7.152822e-01,2.032689e+00-j9.267852e-01,1.835265e+00-j1.066690e+00,1.647676e+00-j1.153521e+00,1.476272e+00-j1.202176e+00,3.91425e-09,4.55685e-09,1963.2,2912.4,2698.8,1747.8,15000
-5.834398e+00+j2.243419e-01,-5.841142e+00+j1.047000e-01,-5.842804e+00+j3.524804e-02,-5.842980e+00-j1.538258e-02,-5.842463e+00-j5.686447e-02,-5.841536e+00-j9.325433e-02,-5.840281e+00-j1.264773e-01,-5.838764e+00-j1.575836e-01,-5.837017e+00-j1.872728e-01,-5.835037e+00-j2.158936e-01,5.23515e-09,4.85265e-09,2721.6,3020.4,1783.2,1663.2,15
6.942392e-01+j5.052638e+00,1.517951e+00+j7.387073e+00,2.445444e+00+j9.254226e+00,3.331866e+00+j1.066454e+01,4.086972e+00+j1.168000e+01,4.672109e+00+j1.237811e+01,5.084313e+00+j1.283119e+01,5.340842e+00+j1.309882e+01,5.467219e+00+j1.322681e+01,5.490247e+00+j1.324986e+01,-1.17045e-09,5.1816e-09,1564.8,3028.8,1860,2061,882.75
1.762608e+00+j3.046186e+00,4.277202e+00+j3.429534e+00,6.569382e+00+j1.733979e+00,6.913400e+00-j8.864559e-01,5.843457e+00-j2.629894e+00,4.572872e+00-j3.350024e+00,3.545550e+00-j3.513381e+00,2.787306e+00-j3.437656e+00,2.234193e+00-j3.272339e+00,1.825517e+00-j3.081464e+00,4.10295e-09,3.02175e-09,2964,3444,3319.2,2322.9,1525.5
1.404991e-02+j2.849633e-02,4.062129e-02+j3.561484e-02,6.922800e-02+j1.346430e-02,6.548015e-02-j2.041772e-02,4.672794e-02-j3.426006e-02,3.228158e-02-j3.573832e-02,2.311949e-02-j3.356410e-02,1.727723e-02-j3.070525e-02,1.339148e-02-j2.797873e-02,1.069121e-02-j2.556989e-02,5.2887e-09,6.41835e-09,240000,1470,1512,1369.8,1443.75
1.078444e+00+j1.401561e+00,2.029737e+00+j1.329013e+00,2.672914e+00+j7.789732e-01,2.896650e+00+j9.748791e-02,2.815511e+00-j4.875317e-01,2.581049e+00-j9.072259e-01,2.297054e+00-j1.176795e+00,2.017108e+00-j1.334450e+00,1.763404e+00-j1.415682e+00,1.542234e+00-j1.447029e+00,6.4464e-09,3.27675e-09,1864.8,2932.8,2196,2296.8,3018.75
9.090018e-01+j1.130583e+00,1.699341e+00+j1.022992e+00,2.194292e+00+j5.150105e-01,2.313133e+00-j6.859663e-02,2.184756e+00-j5.337896e-01,1.952156e+00-j8.418222e-01,1.700768e+00-j1.022230e+00,1.468102e+00-j1.115157e+00,1.266020e+00-j1.152493e+00,1.095205e+00-j1.155900e+00,5.11275e-09,6.10725e-09,3226.8,2108.4,1489.2,1014.3,1326.75
1.201168e+00+j2.150751e+00,2.881860e+00+j2.500905e+00,4.528712e+00+j1.539684e+00,5.044205e+00-j2.005365e-01,4.506418e+00-j1.568249e+00,3.661462e+00-j2.256555e+00,2.904183e+00-j2.497628e+00,2.314649e+00-j2.517222e+00,1.871280e+00-j2.439741e+00,1.537521e+00-j2.324617e+00,6.0333e-09,6.4821e-09,2161.2,1642.8,1618.8,1790.1,1594.5
1.920362e+00+j3.061758e+00,6.133639e+00+j2.024526e+00,5.478808e+00-j2.692361e+00,2.937847e+00-j3.369261e+00,1.715187e+00-j2.953730e+00,1.119798e+00-j2.522453e+00,7.915712e-01-j2.181198e+00,5.915106e-01-j1.916630e+00,4.601569e-01-j1.708259e+00,3.689790e-01-j1.540662e+00,7.0584e-09,6.12765e-09,3289.2,1677.6,2690.4,2113.2,1967.25
-2.884067e+00+j4.180071e-02,-2.884472e+00+j2.377624e-02,-2.884595e+00+j1.422882e-02,-2.884649e+00+j7.882767e-03,-2.884668e+00+j3.065404e-03,-2.884670e+00-j8.730557e-04,-2.884657e+00-j4.305797e-03,-2.884651e+00-j7.392376e-03,-2.884632e+00-j1.021929e-02,-2.884611e+00-j1.287311e-02,3.00135e-09,3.60825e-09,2334,1328.4,3283.2,2554.2,15
1.643980e+00+j4.165537e+00,6.439993e+00+j6.089842e+00,1.219072e+01-j3.116992e-01,7.692360e+00-j5.887665e+00,4.146575e+00-j5.778311e+00,2.521145e+00-j4.939507e+00,1.698344e+00-j4.222942e+00,1.228342e+00-j3.670879e+00,9.339695e-01-j3.243624e+00,7.366280e-01-j2.905754e+00,4.59765e-09,5.8242e-09,3109.2,2020.8,2781.6,1581.3,1189.5
1.696945e-02+j2.952697e-02,3.947252e-02+j3.375982e-02,6.081773e-02+j2.139817e-02,6.834137e-02-j5.881767e-04,6.270221e-02-j1.881232e-02,5.234592e-02-j2.894062e-02,4.241179e-02-j3.316523e-02,3.432923e-02-j3.417283e-02,2.806458e-02-j3.362284e-02,2.324759e-02-j3.237964e-02,3.7587e-09,2.5653e-09,240000,2617.2,2278.8,2281.5,2006.25
7.690590e-01+j1.267853e+00,1.641354e+00+j1.413839e+00,2.421885e+00+j1.029156e+00,2.818610e+00+j3.383021e-01,2.817694e+00-j3.420515e-01,2.582509e+00-j8.453303e-01,2.266417e+00-j1.159109e+00,1.953087e+00-j1.330315e+00,1.674955e+00-j1.408395e+00,1.439126e+00-j1.429576e+00,5.44425e-09,4.3044e-09,2823.6,2121.6,1641.6,2023.2,1980
4.448479e+00+j7.239619e+00,7.259568e+00+j8.070028e+00,9.072305e+00+j8.058648e+00,1.014444e+01+j7.857495e+00,1.075232e+01+j7.674948e+00,1.107165e+01+j7.557646e+00,1.120580e+01+j7.503835e+00,1.121585e+01+j7.499604e+00,1.113980e+01+j7.530632e+00,1.100203e+01+j7.584533e+00,7.5684e-09,3.519e-09,-186,2691.6,3463.2,1788.3,817.5
3.525885e+00+j2.408835e+00,5.155939e+00+j2.839110e-01,4.562035e+00-j1.667548e+00,3.443847e+00-j2.439263e+00,2.551125e+00-j2.585551e+00,1.926798e+00-j2.500403e+00,1.493941e+00-j2.343960e+00,1.187411e+00-j2.175060e+00,9.644374e-01-j2.014321e+00,7.979337e-01-j1.868113e+00,5.20965e-09,5.55645e-09,3145.2,3388.8,3229.2,2243.7,2214
2.464563e+00+j1.020324e+00,2.837701e+00+j3.739147e-01,2.881148e+00-j1.295666e-01,2.794265e+00-j5.089676e-01,2.648272e+00-j7.950827e-01,2.475610e+00-j1.009143e+00,2.293901e+00-j1.166387e+00,2.113441e+00-j1.278597e+00,1.940317e+00-j1.355292e+00,1.777884e+00-j1.404224e+00,4.029e-09,7.10685e-09,2742,24000,1489.2,2616.3,2243.25
2.799528e+00+j6.391507e+00,9.085579e+00+j8.687186e+00,1.693777e+01+j2.773221e+00,1.469643e+01-j6.293810e+00,9.386724e+00-j8.668399e+00,6.076362e+00-j8.291937e+00,4.199191e+00-j7.442972e+00,3.073376e+00-j6.633710e+00,2.351323e+00-j5.946837e+00,1.860959e+00-j5.376069e+00,5.61765e-09,4.794e-09,2349.6,3289.2,2136,2674.8,864
-3.898293e-01+j2.632159e+00,-1.155823e+00+j4.433535e+00,-2.902780e+00+j6.655338e+00,-6.986986e+00+j8.836289e+00,-1.470170e+01+j7.132449e+00,-1.773337e+01-j2.756960e+00,-1.206818e+01-j8.575612e+00,-7.375115e+00-j8.919281e+00,-4.797378e+00-j8.007165e+00,-3.355736e+00-j7.048781e+00,4.0239e-09,6.5331e-09,1537.2,628.8,2581.2,1779.3,1725
1.344147e+00+j2.055184e+00,2.450138e+00-j2.233689e+00,5.502227e-01-j1.471665e+00,2.424762e-01-j1.014423e+00,1.400993e-01-j7.803281e-01,9.261715e-02-j6.379308e-01,6.633209e-02-j5.414702e-01,5.009319e-02-j4.714049e-01,3.928773e-02-j4.179917e-01,3.170127e-02-j3.758053e-01,6.2016e-09,6.97425e-09,24000,2817.6,2112,2440.8,1101
1.352426e+00+j2.823657e+00,4.233141e+00+j3.572275e+00,7.182881e+00+j6.824669e-01,5.944576e+00-j2.783283e+00,3.840908e+00-j3.617360e+00,2.530573e+00-j3.455014e+00,1.771828e+00-j3.114854e+00,1.308602e+00-j2.787840e+00,1.007551e+00-j2.507453e+00,8.011116e-01-j2.272541e+00,4.12845e-09,5.98485e-09,3510,1814.4,2805.6,2286.9,2475.75
6.303081e-01+j8.485922e-01,1.191554e+00+j8.322088e-01,1.591012e+00+j5.377717e-01,1.759955e+00+j1.502846e-01,1.749573e+00-j2.015181e-01,1.638167e+00-j4.696133e-01,1.484955e+00-j6.537703e-01,1.324163e+00-j7.707428e-01,1.172333e+00-j8.390064e-01,1.035945e+00-j8.736879e-01,6.48975e-09,3.0192e-09,2826,2540.4,1826.4,1401.3,1805.25
4.867035e-01+j7.476532e-01,9.223701e-01+j8.108712e-01,1.273276e+00+j6.788545e-01,1.497010e+00+j4.548662e-01,1.607683e+00+j2.103804e-01,1.635027e+00-j1.743021e-02,1.606870e+00-j2.134144e-01,1.544611e+00-j3.741078e-01,1.463320e+00-j5.015293e-01,1.373143e+00-j5.998841e-01,3.0651e-09,3.14925e-09,2571.6,3074.4,2124,180,2115
1.174964e+00+j1.805712e+00,2.423004e+00+j1.923531e+00,3.452177e+00+j1.310974e+00,3.919003e+00+j3.486383e-01,3.871629e+00-j5.509209e-01,3.540091e+00-j1.204644e+00,3.114861e+00-j1.612883e+00,2.696466e+00-j1.838520e+00,2.323942e+00-j1.943945e+00,2.006093e+00-j1.974766e+00,5.3346e-09,5.406e-09,2156.4,2246.4,1532.4,2230.2,1962
4.289107e-01+j3.044789e+00,1.208285e+00+j5.017463e+00,2.793185e+00+j7.332830e+00,6.027633e+00+j9.825445e+00,1.227896e+01+j1.094998e+01,2.025660e+01+j6.016821e+00,2.111804e+01-j4.421292e+00,1.538998e+01-j1.011932e+01,1.032572e+01-j1.099987e+01,7.146013e+00-j1.031793e+01,3.49605e-09,5.1051e-09,1609.2,1462.8,1744.8,2474.1,1410.75
9.813658e-01+j6.723080e-01,1.359527e+00+j3.347386e-01,1.441129e+00-j3.440471e-02,1.369096e+00-j3.158186e-01,1.237096e+00-j5.034084e-01,1.091993e+00-j6.181829e-01,9.543613e-01-j6.821545e-01,8.317552e-01-j7.124162e-01,7.257029e-01-j7.209591e-01,6.352264e-01-j7.158570e-01,7.41285e-09,5.0235e-09,3182.4,3418.8,1544.4,902.7,1507.5
3.916349e-03+j1.187554e-01,1.000551e-02+j1.896593e-01,1.997171e-02+j2.675937e-01,3.555879e-02+j3.562799e-01,5.991525e-02+j4.608818e-01,9.892507e-02+j5.889456e-01,1.643004e-01+j7.518850e-01,2.812729e-01+j9.669097e-01,5.096800e-01+j1.256060e+00,1.002994e+00+j1.615529e+00,7.0533e-09,3.92955e-09,3418.8,240,1228.8,1049.4,2220
1.221952e+00+j2.062226e+00,2.644367e+00+j2.332774e+00,3.952122e+00+j1.721824e+00,4.631288e+00+j5.733239e-01,4.632078e+00-j5.701863e-01,4.231187e+00-j1.411808e+00,3.695675e+00-j1.928741e+00,3.169583e+00-j2.204081e+00,2.706666e+00-j2.324100e+00,2.317179e+00-j2.350891e+00,3.0855e-09,4.01115e-09,3561.6,3338.4,2181.6,1210.5,912.75
2.741300e-02+j9.877055e-03,3.084998e-02-j1.938065e-03,2.746048e-02-j9.819364e-03,2.268892e-02-j1.370874e-02,1.838192e-02-j1.521262e-02,1.490882e-02-j1.547509e-02,1.220051e-02-j1.513335e-02,1.010013e-02-j1.451918e-02,8.461766e-03-j1.380130e-02,7.170877e-03-j1.306415e-02,6.8442e-09,6.8544e-09,240000,2604,1563.6,1216.8,2109
4.863775e-01+j1.168539e+00,1.163483e+00+j1.574377e+00,2.018694e+00+j1.604418e+00,2.798883e+00+j1.177019e+00,3.234751e+00+j4.372523e-01,3.260910e+00-j3.277555e-01,3.012467e+00-j9.206876e-01,2.654878e+00-j1.302466e+00,2.291071e+00-j1.515731e+00,1.964771e+00-j1.615969e+00,6.00015e-09,3.28185e-09,3157.2,1981.2,1339.2,2565.9,1298.25
2.829725e-01+j1.042021e+00,7.839933e-01+j1.617261e+00,1.691677e+00+j2.026882e+00,2.985429e+00+j1.840580e+00,4.002389e+00+j6.866336e-01,3.966200e+00-j7.815008e-01,3.246826e+00-j1.683937e+00,2.489675e+00-j2.014807e+00,1.904904e+00-j2.054242e+00,1.485160e+00-j1.978242e+00,7.5633e-09,1.5402e-09,2475.6,1284,3373.2,1592.1,1212.75
-3.180687e-02+j5.508888e+00,-7.735617e-02+j8.591392e+00,-1.436438e-01+j1.170282e+01,-2.313516e-01+j1.485410e+01,-3.419160e-01+j1.805646e+01,-4.769125e-01+j2.132177e+01,-6.380038e-01+j2.466245e+01,-8.279420e-01+j2.809230e+01,-1.049522e+00+j3.162559e+01,-1.306384e+00+j3.527852e+01,5.1e-11,7.599e-09,1692,1543.2,2346,2208.6,1392
8.426064e-01+j7.054074e+00,2.868456e+00+j1.278978e+01,9.454804e+00+j2.183802e+01,3.574035e+01+j2.938196e+01,5.348223e+01-j1.851953e+01,2.150246e+01-j2.873213e+01,1.013045e+01-j2.245315e+01,5.903651e+00-j1.785332e+01,3.914382e+00-j1.480290e+01,2.814969e+00-j1.267590e+01,5.6916e-09,4.1871e-09,1430.4,2407.2,2016,2520,659.25
4.286075e-02+j2.506347e-02,5.751295e-02+j4.857717e-04,5.018355e-02-j1.918383e-02,3.847910e-02-j2.706590e-02,2.902104e-02-j2.875733e-02,2.223539e-02-j2.800895e-02,1.742510e-02-j2.643119e-02,1.395973e-02-j2.465854e-02,1.140545e-02-j2.293297e-02,9.478986e-03-j2.133910e-02,4.73535e-09,5.9211e-09,240000,2671.2,2202,1383.3,2218.5
3.601035e-02+j8.724813e-02,7.396865e-02+j1.132630e-01,1.118975e-01+j1.231364e-01,1.447001e-01+j1.219049e-01,1.710793e-01+j1.142678e-01,1.915454e-01+j1.034352e-01,2.071545e-01+j9.130806e-02,2.189533e-01+j7.892248e-02,2.278104e-01+j6.680645e-02,2.343981e-01+j5.520824e-02,6.95385e-09,5.1e-10,2953.2,1756.8,1204.8,1041.3,1368
1.660150e+00+j1.178073e+00,2.301613e+00+j6.691089e-01,2.492289e+00+j9.788158e-02,2.441663e+00-j3.647019e-01,2.280261e+00-j7.016116e-01,2.077231e+00-j9.328238e-01,1.867763e+00-j1.083351e+00,1.668799e+00-j1.175018e+00,1.487538e+00-j1.224878e+00,1.326123e+00-j1.245624e+00,3.30735e-09,5.40855e-09,2221.2,3219.6,3462,18,1572
-2.907079e+00+j8.801652e-01,-3.115830e+00+j4.241717e-01,-3.168888e+00+j1.218488e-01,-3.170046e+00-j1.057687e-01,-3.146530e+00-j2.916733e-01,-3.108174e+00-j4.508320e-01,-3.059475e+00-j5.908178e-01,-3.002986e+00-j7.157249e-01,-2.940381e+00-j8.280457e-01,-2.872970e+00-j9.293043e-01,6.20925e-09,3.4068e-09,3484.8,1600.8,3012,18000,1853.25
-6.132905e+00-j1.018951e+01,-2.918377e+00-j7.667314e+00,-1.665559e+00-j5.969686e+00,-1.068034e+00-j4.846769e+00,-7.405960e-01-j4.065881e+00,-5.427914e-01-j3.496166e+00,-4.144818e-01-j3.063882e+00,-3.267004e-01-j2.725389e+00,-2.640347e-01-j2.453484e+00,-2.177650e-01-j2.230465e+00,5.7681e-09,6.2271e-09,3360,3406.8,240000,1830.6,1132.5
6.996901e-01+j1.437054e+00,1.572867e+00+j1.808002e+00,2.528351e+00+j1.684882e+00,3.270294e+00+j1.116029e+00,3.620252e+00+j3.344719e-01,3.604417e+00-j4.104327e-01,3.360843e+00-j9.877623e-01,3.021143e+00-j1.379611e+00,2.667127e+00-j1.620035e+00,2.337855e+00-j1.752226e+00,3.8862e-09,2.7285e-09,2356.8,2484,2605.2,1577.7,2005.5
2.798233e+00+j6.635525e+00,8.587663e+00+j9.241777e+00,1.682099e+01+j5.366829e+00,1.755335e+01-j4.147586e+00,1.250619e+01-j8.682025e+00,8.405244e+00-j9.226578e+00,5.875769e+00-j8.623973e+00,4.313559e+00-j7.831830e+00,3.300715e+00-j7.090732e+00,2.610380e+00-j6.447106e+00,6.2679e-09,3.4221e-09,1372.8,2552.4,3584.4,1981.8,882
4.417343e+00+j4.211791e+00,7.326703e+00+j2.847205e+00,8.412806e+00+j4.136700e-01,8.090707e+00-j1.664492e+00,7.169526e+00-j3.009911e+00,6.140113e+00-j3.752254e+00,5.200804e+00-j4.100089e+00,4.404603e+00-j4.212376e+00,3.748404e+00-j4.190500e+00,3.212205e+00-j4.095210e+00,7.0125e-09,5.31165e-09,992.4,3501.6,2846.4,2535.3,1827
1.038436e+00+j9.019804e-01,1.626626e+00+j5.635742e-01,1.820111e+00+j5.688716e-02,1.747468e+00-j3.606178e-01,1.563501e+00-j6.356083e-01,1.356470e+00-j7.945636e-01,1.163654e+00-j8.751921e-01,9.966359e-01-j9.069030e-01,8.562710e-01-j9.092997e-01,7.396322e-01-j8.946902e-01,7.54545e-09,6.78045e-09,3240,2287.2,1230,947.7,1032
8.242094e-01+j1.222873e+00,1.653433e+00+j1.276271e+00,2.311072e+00+j8.699892e-01,2.612635e+00+j2.602963e-01,2.601175e+00-j3.119169e-01,2.410694e+00-j7.411744e-01,2.152343e+00-j1.023003e+00,1.888601e+00-j1.190123e+00,1.646841e+00-j1.277976e+00,1.435644e+00-j1.314142e+00,5.43405e-09,2.8509e-09,3362.4,3076.8,1903.2,1896.3,1336.5
3.251596e+00+j2.200921e+00,4.331427e+00+j1.332477e+00,4.701648e+00+j4.319715e-01,4.720581e+00-j3.130551e-01,4.564682e+00-j8.979797e-01,4.321720e+00-j1.346654e+00,4.039218e+00-j1.684050e+00,3.744532e+00-j1.931986e+00,3.453678e+00-j2.108829e+00,3.175825e+00-j2.229752e+00,2.7489e-09,7.2879e-09,1778.4,5491.2,2542.8,1418.4,2151.75
-4.912312e+00+j1.092263e+00,-5.114713e+00+j4.549854e-01,-5.154815e+00+j4.362446e-02,-5.141186e+00-j2.682667e-01,-5.100805e+00-j5.266438e-01,-5.043284e+00-j7.512475e-01,-4.973057e+00-j9.516876e-01,-4.892707e+00-j1.133229e+00,-4.804038e+00-j1.298796e+00,-4.708478e+00-j1.450276e+00,5.9415e-09,6.2832e-09,3021.6,2263.2,1740,1933.2,132
1.599263e+00+j3.372977e+00,3.616846e+00+j4.293309e+00,5.868700e+00+j4.085727e+00,7.678621e+00+j2.818449e+00,8.597491e+00+j9.971185e-01,8.640836e+00-j7.903897e-01,8.112601e+00-j2.207246e+00,7.326806e+00-j3.187063e+00,6.488053e+00-j3.799535e+00,5.698247e+00-j4.144831e+00,3.5394e-09,3.8556e-09,1659.6,3274.8,2145.6,2086.2,1180.5
2.840193e+00+j2.709842e+00,4.714672e+00+j1.830872e+00,5.413063e+00+j2.611754e-01,5.202317e+00-j1.077942e+00,4.606162e+00-j1.942878e+00,3.941752e+00-j2.418520e+00,3.336563e+00-j2.640154e+00,2.824269e+00-j2.710545e+00,2.402494e+00-j2.695024e+00,2.058124e+00-j2.632644e+00,4.21515e-09,6.3903e-09,2142,3189.6,2379.6,2080.8,2108.25
1.543648e+00+j3.138929e+00,3.647507e+00+j3.950674e+00,6.028284e+00+j3.382792e+00,7.622158e+00+j1.523175e+00,7.871096e+00-j6.606175e-01,7.172000e+00-j2.326287e+00,6.146676e+00-j3.307613e+00,5.149827e+00-j3.781485e+00,4.300352e+00-j3.948910e+00,3.610142e+00-j3.947512e+00,5.65335e-09,3.19005e-09,1411.2,2566.8,2624.4,2054.7,1304.25
2.313162e+00+j1.060772e+00,2.798160e+00+j6.391214e-02,2.608483e+00-j7.060908e-01,2.220140e+00-j1.134251e+00,1.834451e+00-j1.330617e+00,1.508090e+00-j1.395616e+00,1.246005e+00-j1.391335e+00,1.038721e+00-j1.352432e+00,8.747889e-01-j1.297618e+00,7.443019e-01-j1.236837e+00,5.00565e-09,8.3079e-09,3554.4,3528,2139.6,1172.7,1746
4.121559e+00+j8.144964e+00,1.732120e+01+j7.083160e+00,1.474197e+01-j8.984616e+00,6.689915e+00-j9.513128e+00,3.636857e+00-j7.765503e+00,2.297474e+00-j6.416465e+00,1.595545e+00-j5.450922e+00,1.179660e+00-j4.739023e+00,9.113746e-01-j4.194634e+00,7.273192e-01-j3.765043e+00,6.8187e-09,5.0541e-09,2566.8,3050.4,2691.6,2694.6,980.25
2.233068e+00+j1.766324e+00,3.367893e+00+j9.399138e-01,3.625273e+00-j1.337578e-01,3.367335e+00-j9.408326e-01,2.935597e+00-j1.427970e+00,2.497049e+00-j1.682124e+00,2.110314e+00-j1.790937e+00,1.786942e+00-j1.814881e+00,1.521845e+00-j1.791258e+00,1.305538e+00-j1.742109e+00,6.1965e-09,5.28105e-09,2630.4,4106.4,1838.4,1281.6,946.5
-1.022973e+00+j1.025510e+01,-2.795858e+01+j4.605684e+01,-6.536970e+00-j2.521926e+01,-1.490572e+00-j1.235098e+01,-6.936081e-01-j8.457937e+00,-4.136768e-01-j6.540571e+00,-2.794510e-01-j5.379196e+00,-2.033994e-01-j4.591137e+00,-1.556241e-01-j4.016826e+00,-1.234081e-01-j3.577322e+00,6.5433e-09,5.5335e-09,2556,2073.6,3319.2,2090.7,907.5
5.742066e-01+j1.231634e+00,1.290494e+00+j1.576328e+00,2.090659e+00+j1.533832e+00,2.754754e+00+j1.127177e+00,3.132188e+00+j5.122573e-01,3.211321e+00-j1.220751e-01,3.077070e+00-j6.537443e-01,2.830511e+00-j1.044529e+00,2.545553e+00-j1.306356e+00,2.264083e+00-j1.468036e+00,3.3252e-09,2.89425e-09,3482.4,2835.6,1978.8,1240.2,1069.5
2.241909e+00+j7.989912e-01,2.524085e+00+j8.055321e-02,2.443083e+00-j4.518698e-01,2.234662e+00-j8.077852e-01,1.991275e+00-j1.032520e+00,1.752431e+00-j1.164804e+00,1.534438e+00-j1.233897e+00,1.342501e+00-j1.260846e+00,1.176627e+00-j1.260350e+00,1.034574e+00-j1.242444e+00,6.3852e-09,4.1922e-09,3014.4,24000,2106,1813.5,1449.75
3.624388e+00+j3.316996e+00,5.894693e+00+j2.124050e+00,6.656079e+00+j1.628315e-01,6.327407e+00-j1.450791e+00,5.565829e+00-j2.467850e+00,4.744760e+00-j3.014567e+00,4.007134e+00-j3.260466e+00,3.387122e+00-j3.329538e+00,2.878726e+00-j3.299306e+00,2.464654e+00-j3.215621e+00,6.76005e-09,7.21905e-09,1491.6,3554.4,1672.8,2651.4,1570.5
3.140715e+00+j2.967345e+00,5.548266e+00+j1.482251e+00,5.790728e+00-j9.428900e-01,4.755644e+00-j2.377527e+00,3.652159e+00-j2.893284e+00,2.800730e+00-j2.967185e+00,2.185927e+00-j2.866259e+00,1.742463e+00-j2.705821e+00,1.416991e+00-j2.532788e+00,1.172868e+00-j2.365640e+00,4.8246e-09,6.4515e-09,2641.2,2734.8,2706,1681.2,1629
6.029960e-01+j1.027014e+00,1.229594e+00+j1.174866e+00,1.795724e+00+j9.996120e-01,2.171252e+00+j6.267468e-01,2.335762e+00+j1.957503e-01,2.335000e+00-j2.002328e-01,2.230465e+00-j5.210206e-01,2.072802e+00-j7.609638e-01,1.895690e+00-j9.302364e-01,1.718661e+00-j1.043454e+00,5.64315e-09,4.06725e-09,2310,2194.8,1274.4,1643.4,1631.25
