V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,X1,X2,X3,X4,X5,X6,X7
9.553453e-01+j1.953387e+00,2.125230e+00+j2.449912e+00,3.389203e+00+j2.299543e+00,4.379275e+00+j1.580139e+00,4.880593e+00+j5.796175e-01,4.917125e+00-j3.985398e-01,4.647544e+00-j1.184485e+00,4.232582e+00-j1.741863e+00,3.779653e+00-j2.102694e+00,3.345159e+00-j2.316573e+00,2.6163e-09,6.35205e-09,2826,2112,1587.6,1630.8,1530
8.765120e-01+j1.569401e+00,1.741246e+00+j1.840433e+00,2.522355e+00+j1.713606e+00,3.099373e+00+j1.348990e+00,3.460513e+00+j8.843661e-01,3.640943e+00+j4.073536e-01,3.686179e+00-j3.552370e-02,3.637110e+00-j4.239106e-01,3.526047e+00-j7.522175e-01,3.376911e+00-j1.022504e+00,2.805e-09,5.4162e-09,1692,2431.2,1436.4,1476,2115.75
-1.789350e+01-j5.331518e+00,-7.519678e+00-j9.484408e+00,-3.714559e+00-j7.653076e+00,-2.207079e+00-j6.174758e+00,-1.466191e+00-j5.139566e+00,-1.046914e+00-j4.393129e+00,-7.859854e-01-j3.833392e+00,-6.123489e-01-j3.399194e+00,-4.907864e-01-j3.052963e+00,-4.023163e-01-j2.770552e+00,4.5033e-09,5.21985e-09,2629.2,1489.2,24000,1724.4,1781.25
2.801131e+00+j1.797789e+00,3.728595e+00+j9.187077e-01,3.954822e+00+j2.313633e-02,3.835319e+00-j6.773898e-01,3.564331e+00-j1.179975e+00,3.239842e+00-j1.522133e+00,2.910782e+00-j1.743385e+00,2.600475e+00-j1.876783e+00,2.318652e+00-j1.947827e+00,2.067969e+00-j1.975411e+00,4.8042e-09,3.162e-09,2539.2,24000,2534.4,1529.1,927
-1.671120e+01+j7.912321e+00,-1.958519e+01+j4.133353e+00,-2.039159e+01+j1.158930e+00,-2.039174e+01-j1.158120e+00,-2.000248e+01-j3.016792e+00,-1.939623e+01-j4.537051e+00,-1.866116e+01-j5.789808e+00,-1.785035e+01-j6.821884e+00,-1.699980e+01-j7.666859e+00,-1.613491e+01-j8.351316e+00,6.885e-09,3.17475e-09,1298.4,3344.4,3475.2,2532.6,150
-3.990075e+00+j2.423859e-01,-4.000119e+00+j1.368681e-01,-4.003181e+00+j8.048540e-02,-4.004353e+00+j4.261855e-02,-4.004757e+00+j1.370695e-02,-4.004777e+00-j1.014273e-02,-4.004561e+00-j3.092645e-02,-4.004193e+00-j4.962511e-02,-4.003681e+00-j6.691836e-02,-4.003075e+00-j8.320651e-02,4.8297e-09,2.5551e-09,3472.8,2646,1731.6,1886.4,15
-8.652480e+00+j4.585137e-01,-8.670083e+00+j2.409399e-01,-8.675120e+00+j1.200076e-01,-8.676637e+00+j3.559744e-02,-8.676674e+00-j3.117242e-02,-8.675894e+00-j8.799960e-02,-8.674561e+00-j1.387411e-01,-8.672815e+00-j1.855628e-01,-8.670703e+00-j2.295034e-01,-8.668284e+00-j2.713422e-01,3.6516e-09,3.98565e-09,1777.2,2911.2,2862,180000,2226.75
1.144189e+00+j1.853856e+00,2.339075e+00+j2.056914e+00,3.380429e+00+j1.610677e+00,3.987863e+00+j7.988022e-01,4.146974e+00-j6.084545e-02,3.995225e+00-j7.809176e-01,3.683139e+00-j1.308297e+00,3.315385e+00-j1.661326e+00,2.949648e+00-j1.879979e+00,2.612367e+00-j2.002820e+00,2.98095e-09,6.2067e-09,2706,2277.6,1728,1842.3,2087.25
1.541328e+00+j2.178715e+00,3.410637e+00+j2.031782e+00,4.567666e+00+j4.936128e-01,4.337263e+00-j1.109366e+00,3.518276e+00-j1.969702e+00,2.734716e+00-j2.271233e+00,2.131687e+00-j2.303577e+00,1.689565e+00-j2.225504e+00,1.365107e+00-j2.108238e+00,1.123141e+00-j1.982073e+00,7.2165e-09,2.7999e-09,3386.4,3097.2,2389.2,2241,977.25
-5.441166e+00+j4.936717e-02,-5.441548e+00-j1.878785e-02,-5.440784e+00-j6.726596e-02,-5.439460e+00-j1.083828e-01,-5.437705e+00-j1.458342e-01,-5.435567e+00-j1.813034e-01,-5.433068e+00-j2.154941e-01,-5.430214e+00-j2.487835e-01,-5.427012e+00-j2.815486e-01,-5.423460e+00-j3.137856e-01,7.5072e-09,6.6963e-09,2653.2,2780.4,3098.4,180000,1706.25
2.519492e+00+j2.240923e+00,4.269676e+00+j1.018529e+00,4.376282e+00-j7.725008e-01,3.600992e+00-j1.811869e+00,2.786382e+00-j2.193182e+00,2.152341e+00-j2.253927e+00,1.689599e+00-j2.183990e+00,1.352778e+00-j2.067510e+00,1.103784e+00-j1.939763e+00,9.159950e-01-j1.815084e+00,5.9058e-09,6.67335e-09,2457.6,2265.6,2505.6,1529.1,1926
1.193502e+00-j8.397604e-01,6.420466e-01-j8.564025e-01,3.823782e-01-j7.321790e-01,2.500195e-01-j6.193658e-01,1.751796e-01-j5.309388e-01,1.291871e-01-j4.624194e-01,9.905238e-02-j4.085725e-01,7.828294e-02-j3.654577e-01,6.339087e-02-j3.302950e-01,5.235875e-02-j3.011422e-01,5.1e-08,6.8799e-09,2035.2,3058.8,3435.6,1458.9,1590
1.963579e+00+j2.660245e+00,3.525694e+00+j2.683159e+00,4.648867e+00+j2.066713e+00,5.283098e+00+j1.226107e+00,5.540659e+00+j3.867371e-01,5.544644e+00-j3.572321e-01,5.390298e+00-j9.777629e-01,5.144007e+00-j1.476225e+00,4.849992e+00-j1.865655e+00,4.536857e+00-j2.162545e+00,3.723e-09,7.51995e-09,1371.6,3246,1209.6,1620.9,1191
3.753446e+00+j3.354309e+00,6.410536e+00+j1.477499e+00,6.506513e+00-j1.261415e+00,5.276418e+00-j2.789418e+00,4.035927e+00-j3.310306e+00,3.092746e+00-j3.363666e+00,2.414617e+00-j3.235873e+00,1.925915e+00-j3.048420e+00,1.567133e+00-j2.850256e+00,1.297886e+00-j2.660381e+00,4.32225e-09,5.4366e-09,2680.8,3302.4,3412.8,1211.4,1126.5
-1.229503e+01-j4.752848e+00,-1.017214e+01-j6.346886e+00,-8.150632e+00-j6.982389e+00,-6.473813e+00-j7.041301e+00,-5.164282e+00-j6.805369e+00,-4.163152e+00-j6.442310e+00,-3.399592e+00-j6.040408e+00,-2.812956e+00-j5.642744e+00,-2.357171e+00-j5.268400e+00,-1.998541e+00-j4.924414e+00,7.58115e-09,4.3503e-09,1522.8,1866,240000,2645.1,891.75
-4.785718e-01+j6.781915e-01,-8.035253e-01+j7.149359e-01,-1.027670e+00+j6.506750e-01,-1.171814e+00+j5.602125e-01,-1.264625e+00+j4.704617e-01,-1.325572e+00+j3.888536e-01,-1.366394e+00+j3.163635e-01,-1.394062e+00+j2.520823e-01,-1.412802e+00+j1.947347e-01,-1.425273e+00+j1.431089e-01,2.77185e-09,4.9317e-09,1600.8,240,2265.6,2358.9,1352.25
2.134537e+00+j2.046131e+00,3.531324e+00+j1.412012e+00,4.078232e+00+j2.686402e-01,3.962031e+00-j7.283391e-01,3.548329e+00-j1.393939e+00,3.067229e+00-j1.776297e+00,2.617855e+00-j1.967075e+00,2.230584e+00-j2.039801e+00,1.907449e+00-j2.043133e+00,1.640887e+00-j2.007098e+00,4.335e-09,5.2275e-09,2546.4,3562.8,2356.8,1831.5,2019
1.112643e+00+j1.878051e+00,2.177651e+00+j2.141018e+00,3.102664e+00+j1.913402e+00,3.749542e+00+j1.413826e+00,4.120024e+00+j8.185492e-01,4.269962e+00+j2.327393e-01,4.262591e+00-j2.924305e-01,4.151368e+00-j7.382538e-01,3.976580e+00-j1.103235e+00,3.766772e+00-j1.393993e+00,3.28185e-09,7.0482e-09,1330.8,1910.4,1368,1239.3,1836
1.215632e-01+j1.956086e+00,3.340139e-01+j3.231494e+00,7.483261e-01+j4.804734e+00,1.584232e+00+j6.895605e+00,3.448444e+00+j9.852649e+00,8.255757e+00+j1.388213e+01,2.115140e+01+j1.486506e+01,3.093770e+01-j4.521085e+00,1.737079e+01-j1.572086e+01,8.885007e+00-j1.420599e+01,2.79735e-09,3.61335e-09,2330.4,1524,1873.2,1524.6,843.75
5.820054e-01+j4.741837e-01,8.441423e-01+j3.237936e-01,9.511531e-01+j1.278636e-01,9.662567e-01-j4.489160e-02,9.330807e-01-j1.813888e-01,8.763872e-01-j2.838805e-01,8.100137e-01-j3.581178e-01,7.416676e-01-j4.100215e-01,6.755272e-01-j4.447519e-01,6.137030e-01-j4.665223e-01,6.9003e-09,4.97505e-09,2337.6,3564,1309.2,2539.8,150000
2.218069e+00+j3.316798e+00,4.829205e+00+j3.367810e+00,6.802670e+00+j1.597601e+00,7.104103e+00-j7.238975e-01,6.280818e+00-j2.373652e+00,5.184789e+00-j3.214607e+00,4.203392e+00-j3.535944e+00,3.418563e+00-j3.584883e+00,2.810586e+00-j3.503516e+00,2.340731e+00-j3.364885e+00,3.34305e-09,4.7787e-09,2370,2636.4,3250.8,1134,1173
2.008121e-01+j7.347930e-01,4.686517e-01+j1.065148e+00,8.185322e-01+j1.302000e+00,1.216720e+00+j1.426663e+00,1.625342e+00+j1.433443e+00,2.008050e+00+j1.330451e+00,2.335566e+00+j1.137477e+00,2.589528e+00+j8.814319e-01,2.763245e+00+j5.907619e-01,2.859983e+00+j2.908096e-01,4.04175e-09,5.1e-10,2787.6,3020.4,3112.8,2061,753
2.160649e+00+j1.821083e+00,3.497305e+00+j8.326133e-01,3.618698e+00-j5.272704e-01,3.080975e+00-j1.376019e+00,2.462724e+00-j1.742433e+00,1.950098e+00-j1.844929e+00,1.558692e+00-j1.825013e+00,1.264462e+00-j1.753281e+00,1.041790e+00-j1.662729e+00,8.709204e-01-j1.568440e+00,4.998e-09,4.95975e-09,2876.4,2761.2,3242.4,1178.1,1975.5
1.231650e+00+j5.883598e+00,6.296120e+00+j1.204467e+01,2.836292e+01+j5.258676e+00,1.306482e+01-j1.458097e+01,4.979290e+00-j1.101318e+01,2.621235e+00-j8.368504e+00,1.645332e+00-j6.750120e+00,1.143326e+00-j5.677626e+00,8.478212e-01-j4.914688e+00,6.574873e-01-j4.342498e+00,4.8756e-09,5.4315e-09,3120,2583.6,2242.8,2407.5,956.25
2.582913e+00+j3.975703e+00,5.847413e+00+j4.085884e+00,8.343271e+00+j1.731067e+00,8.503794e+00-j1.299683e+00,7.237310e+00-j3.256303e+00,5.776509e+00-j4.111157e+00,4.566309e+00-j4.345899e+00,3.646766e+00-j4.293816e+00,2.959031e+00-j4.122486e+00,2.440642e+00-j3.909314e+00,6.375e-09,3.74085e-09,1486.8,2745.6,2982,2572.2,1618.5
5.246368e-01-j4.627652e-01,6.699194e-01-j4.196745e-01,7.316266e-01-j3.836710e-01,7.581787e-01-j3.638875e-01,7.679865e-01-j3.558016e-01,7.686448e-01-j3.552434e-01,7.636913e-01-j3.593985e-01,7.549827e-01-j3.664280e-01,7.435977e-01-j3.751132e-01,7.302310e-01-j3.846325e-01,5.16885e-09,4.0851e-09,3158.4,-476.4,2690.4,1175.4,877.5
-3.564856e+00+j2.436404e+00,-4.518147e+00+j1.793418e+00,-4.927854e+00+j1.220263e+00,-5.115279e+00+j7.661031e-01,-5.199388e+00+j3.990678e-01,-5.228399e+00+j9.209550e-02,-5.224339e+00-j1.723228e-01,-5.198431e+00-j4.052175e-01,-5.156985e+00-j6.136793e-01,-5.103831e+00-j8.025246e-01,6.1659e-09,3.1263e-09,2030.4,1449.6,1562.4,1962.9,150
3.424047e+00+j3.529575e+00,6.229948e+00+j2.277314e+00,7.048277e+00-j3.156070e-01,6.254163e+00-j2.248309e+00,5.064685e+00-j3.180857e+00,4.016590e+00-j3.497687e+00,3.202982e+00-j3.515918e+00,2.589865e+00-j3.403421e+00,2.126949e+00-j3.239977e+00,1.772994e+00-j3.062370e+00,4.1871e-09,7.30065e-09,2016,2192.4,2990.4,1517.4,1825.5
4.230142e-01+j1.788218e+00,9.548273e-01+j2.590429e+00,1.604095e+00+j3.198678e+00,2.296413e+00+j3.613536e+00,2.975919e+00+j3.859960e+00,3.608214e+00+j3.972838e+00,4.176676e+00+j3.986959e+00,4.676769e+00+j3.931959e+00,5.110985e+00+j3.830986e+00,5.485260e+00+j3.701108e+00,5.1e-11,2.62905e-09,2076,2258.4,3332.4,915.3,1402.5
2.780940e+00+j1.593819e+00,3.479313e+00+j8.650585e-01,3.682619e+00+j2.082139e-01,3.667325e+00-j3.150175e-01,3.546281e+00-j7.247426e-01,3.371551e+00-j1.043294e+00,3.170995e+00-j1.288281e+00,2.961020e+00-j1.473608e+00,2.751727e+00-j1.610576e+00,2.549312e+00-j1.708554e+00,3.6057e-09,5.05155e-09,3048,24000,1513.2,1908.9,912
7.194243e-01+j1.033252e+00,1.397563e+00+j1.061230e+00,1.917429e+00+j7.405010e-01,2.168457e+00+j2.752778e-01,2.190313e+00-j1.693485e-01,2.072962e+00-j5.200081e-01,1.892287e+00-j7.672856e-01,1.695040e+00-j9.282797e-01,1.505078e+00-j1.025200e+00,1.332521e+00-j1.077252e+00,5.5284e-09,3.46545e-09,3286.8,2764.8,1545.6,2557.8,2081.25
1.339262e+00+j5.484744e-01,1.562096e+00-j5.286587e-02,1.402642e+00-j4.755663e-01,1.157581e+00-j6.858003e-01,9.343571e-01-j7.669409e-01,7.548832e-01-j7.814722e-01,6.156686e-01-j7.640577e-01,5.082622e-01-j7.324827e-01,4.248660e-01-j6.956466e-01,3.593886e-01-j6.579403e-01,5.95935e-09,6.45915e-09,3541.2,2685.6,3013.2,2070.9,150000
-1.897257e+01-j1.490191e+01,-6.722725e+00-j1.269006e+01,-3.357048e+00-j9.576857e+00,-2.020178e+00-j7.608627e+00,-1.353123e+00-j6.299187e+00,-9.713302e-01-j5.371605e+00,-7.318472e-01-j4.681461e+00,-5.715739e-01-j4.148278e+00,-4.589637e-01-j3.724085e+00,-3.767232e-01-j3.378612e+00,4.4523e-09,7.2063e-09,2444.4,1930.8,24000,1441.8,1197.75
1.215687e-02+j1.775013e-02,2.029775e-02+j1.899495e-02,2.587607e-02+j1.776579e-02,2.946632e-02+j1.592558e-02,3.180024e-02+j1.412418e-02,3.336500e-02+j1.253397e-02,3.445056e-02+j1.117210e-02,3.522794e-02+j1.001219e-02,3.580080e-02+j9.020351e-03,3.623338e-02+j8.165629e-03,7.0227e-09,4.02645e-09,3050.4,2095.2,24,1243.8,756
3.504522e+00+j7.948226e+00,1.440908e+01+j1.013020e+01,1.996455e+01-j5.592320e+00,1.029097e+01-j1.075505e+01,5.512089e+00-j9.396717e+00,3.409206e+00-j7.860105e+00,2.330819e+00-j6.689686e+00,1.704275e+00-j5.812893e+00,1.306194e+00-j5.139772e+00,1.036297e+00-j4.608523e+00,5.2683e-09,5.2734e-09,2658,3240,2635.2,3906,1476.75
6.658491e-01+j8.487450e-01,1.189048e+00+j8.150386e-01,1.543819e+00+j5.610619e-01,1.713370e+00+j2.426012e-01,1.745944e+00-j5.563778e-02,1.693877e+00-j3.020116e-01,1.596211e+00-j4.917781e-01,1.478288e+00-j6.311128e-01,1.355242e+00-j7.293166e-01,1.235514e+00-j7.955162e-01,5.84205e-09,4.0953e-09,1597.2,2673.6,1726.8,180,1623
-4.639194e+00-j5.587445e-01,-4.698683e+00-j1.914016e-01,-4.706119e+00+j4.128621e-02,-4.696125e+00+j2.205165e-01,-4.676801e+00+j3.726034e-01,-4.650884e+00+j5.085054e-01,-4.619622e+00+j6.334541e-01,-4.583709e+00+j7.501735e-01,-4.543587e+00+j8.603195e-01,-4.499624e+00+j9.647667e-01,4.284e-09,6.59175e-09,1768.8,2296.8,3547.2,1665.9,-168.75
-3.990986e+00+j1.113535e+00,-4.209766e+00+j6.220098e-01,-4.277321e+00+j3.227468e-01,-4.298929e+00+j1.085824e-01,-4.300803e+00-j6.130201e-02,-4.291858e+00-j2.051896e-01,-4.275863e+00-j3.322279e-01,-4.254621e+00-j4.474062e-01,-4.229157e+00-j5.537804e-01,-4.200082e+00-j6.531907e-01,4.845e-09,6.3138e-09,2769.6,1802.4,1322.4,1891.8,120.75
5.631178e-01+j1.172151e+00,1.193481e+00+j1.469564e+00,1.841146e+00+j1.462574e+00,2.378487e+00+j1.218760e+00,2.747027e+00+j8.385380e-01,2.945345e+00+j4.120632e-01,3.002990e+00+j8.481675e-04,2.958676e+00-j3.620873e-01,2.848003e+00-j6.643811e-01,2.698882e+00-j9.059577e-01,3.16965e-09,3.1722e-09,1382.4,1634.4,2827.2,265.5,2133
-2.667595e+00+j2.650461e-01,-2.684800e+00+j1.565469e-01,-2.690221e+00+j9.975242e-02,-2.692460e+00+j6.269894e-02,-2.693460e+00+j3.521267e-02,-2.693858e+00+j1.312634e-02,-2.693914e+00-j5.637437e-03,-2.693738e+00-j2.220406e-02,-2.693412e+00-j3.725942e-02,-2.692953e+00-j5.120636e-02,3.0549e-09,2.89935e-09,3250.8,1635.6,2400,1414.8,33
1.796404e+00+j2.925173e+00,3.793333e+00+j3.239377e+00,5.554603e+00+j2.362748e+00,6.456422e+00+j8.163724e-01,6.481391e+00-j7.121690e-01,5.980403e+00-j1.861206e+00,5.285306e+00-j2.595238e+00,4.583348e+00-j3.009663e+00,3.951499e+00-j3.210307e+00,3.409908e+00-j3.277243e+00,4.8501e-09,3.97545e-09,1213.2,2102.4,3097.2,1756.8,2124.75
5.897340e-01-j1.730768e-01,4.414335e-01-j2.964576e-01,3.185436e-01-j3.202600e-01,2.329844e-01-j3.081418e-01,1.748819e-01-j2.853636e-01,1.348514e-01-j2.611343e-01,1.065693e-01-j2.385444e-01,8.604360e-02-j2.184276e-01,7.077079e-02-j2.008027e-01,5.914206e-02-j1.854298e-01,5.1e-08,6.16335e-09,3260.4,2786.4,1902,2213.1,2184.75
3.658181e-01+j2.365116e+00,9.903260e-01+j3.811164e+00,2.144624e+00+j5.383249e+00,4.201086e+00+j6.937388e+00,7.642349e+00+j7.826356e+00,1.226214e+01+j6.452022e+00,1.547690e+01+j1.669657e+00,1.468028e+01-j3.786717e+00,1.164097e+01-j6.837494e+00,8.732437e+00-j7.776147e+00,2.61375e-09,5.57175e-09,2095.2,1495.2,1561.2,1690.2,1096.5
1.983031e+00+j2.150207e+00,3.840673e+00+j1.349011e+00,4.265868e+00-j4.555184e-01,3.556482e+00-j1.641916e+00,2.717069e+00-j2.083351e+00,2.064346e+00-j2.155254e+00,1.597436e+00-j2.083350e+00,1.264527e+00-j1.963872e+00,1.022702e+00-j1.834818e+00,8.428927e-01-j1.710608e+00,5.50035e-09,3.16455e-09,3408,3321.6,3537.6,1919.7,1692
4.507840e+00+j5.910706e+00,8.760811e+00+j5.535151e+00,1.157794e+01+j2.805952e+00,1.223999e+01-j4.696585e-01,1.144455e+01-j3.051177e+00,1.007480e+01-j4.689883e+00,8.645973e+00-j5.588386e+00,7.363356e+00-j6.003420e+00,6.277812e+00-j6.127193e+00,5.379666e+00-j6.083024e+00,3.72555e-09,6.14295e-09,1297.2,2998.8,2894.4,1361.7,872.25
-4.994515e+00+j1.273514e+00,-5.224530e+00+j7.034173e-01,-5.294574e+00+j3.613458e-01,-5.316641e+00+j1.175310e-01,-5.318158e+00-j7.596257e-02,-5.308389e+00-j2.399573e-01,-5.291218e+00-j3.850457e-01,-5.268522e+00-j5.169246e-01,-5.241312e+00-j6.390814e-01,-5.210242e+00-j7.536032e-01,3.29205e-09,4.4625e-09,2652,2176.8,2545.2,2021.4,150
1.491596e-01+j6.246870e-01,3.551415e-01+j9.251829e-01,6.372601e-01+j1.164541e+00,9.782279e-01+j1.322198e+00,1.353112e+00+j1.382358e+00,1.730921e+00+j1.338100e+00,2.078906e+00+j1.194599e+00,2.368659e+00+j9.693432e-01,2.581626e+00+j6.887034e-01,2.711551e+00+j3.819537e-01,6.03585e-09,6.936e-10,1628.4,1612.8,2629.2,2448.9,1326.75
2.140910e-02+j8.744876e-02,4.876968e-02+j1.268305e-01,8.283914e-02+j1.565280e-01,1.199610e-01+j1.761458e-01,1.571477e-01+j1.865518e-01,1.923433e-01+j1.892784e-01,2.243623e-01+j1.860280e-01,2.526825e-01+j1.783778e-01,2.772232e-01+j1.676478e-01,2.981586e-01+j1.548742e-01,3.9066e-09,5.1e-10,2923.2,1758,1230,1220.4,2166.75
5.625720e+00+j2.624369e+00,6.843790e+00-j2.056842e-01,6.021347e+00-j2.233706e+00,4.800017e+00-j3.136854e+00,3.754967e+00-j3.409055e+00,2.959633e+00-j3.393225e+00,2.368734e+00-j3.258044e+00,1.927641e+00-j3.080338e+00,1.593672e+00-j2.894274e+00,1.336560e+00-j2.714604e+00,7.2063e-09,8.66235e-09,1483.2,3079.2,2794.8,1611,1571.25
3.665218e+00+j9.166501e+00,8.014424e+00+j1.220149e+01,1.288187e+01+j1.328880e+01,1.745208e+01+j1.262865e+01,2.120532e+01+j1.068609e+01,2.392777e+01+j7.981972e+00,2.562980e+01+j4.961925e+00,2.644702e+01+j1.947151e+00,2.656240e+01-j8.623724e-01,2.615832e+01-j3.362098e+00,5.5284e-09,4.60275e-09,240,1383.6,2769.6,2217.6,799.5
2.738913e+00+j2.819870e+00,5.050642e+00+j1.728408e+00,5.600926e+00-j4.803970e-01,4.808068e+00-j2.002554e+00,3.785691e+00-j2.651022e+00,2.942586e+00-j2.818445e+00,2.314163e+00-j2.775149e+00,1.853060e+00-j2.649786e+00,1.511239e+00-j2.498546e+00,1.253262e+00-j2.345296e+00,5.6967e-09,3.1875e-09,3561.6,4726.8,2752.8,2363.4,1041.75
5.810258e+00-j2.588641e+00,4.576201e+00-j3.305312e+00,3.506196e+00-j3.481702e+00,2.687231e+00-j3.389913e+00,2.086492e+00-j3.189983e+00,1.648435e+00-j2.960013e+00,1.325871e+00-j2.734029e+00,1.084572e+00-j2.525124e+00,9.008794e-01-j2.337036e+00,7.585666e-01-j2.169549e+00,7.4715e-09,5.1e-07,1794,2256,1566,1836.9,1924.5
2.435521e-01+j1.857330e+00,7.621190e-01+j3.224890e+00,2.118832e+00+j5.102793e+00,6.054462e+00+j7.111688e+00,1.371105e+01+j3.091260e+00,1.092434e+01-j6.168945e+00,5.584374e+00-j7.019561e+00,3.164853e+00-j5.965109e+00,2.032033e+00-j5.014814e+00,1.424817e+00-j4.301020e+00,3.29715e-09,3.57e-09,3116.4,1406.4,3084,2094.3,2067
2.252695e+00+j1.553887e+00,3.244024e+00+j5.111043e-01,3.213203e+00-j5.981329e-01,2.745710e+00-j1.260686e+00,2.235408e+00-j1.560347e+00,1.804493e+00-j1.656178e+00,1.466127e+00-j1.650659e+00,1.205086e+00-j1.598164e+00,1.003225e+00-j1.526041e+00,8.455906e-01-j1.447814e+00,3.7179e-09,5.9976e-09,3568.8,2838,3543.6,917.1,2246.25
-1.042124e+00+j4.219298e+00,-3.760420e+00+j7.349602e+00,-1.154715e+01+j8.715186e+00,-1.791015e+01-j1.961110e+00,-1.092499e+01-j8.869052e+00,-5.988330e+00-j8.525186e+00,-3.684415e+00-j7.294167e+00,-2.501459e+00-j6.251521e+00,-1.820034e+00-j5.447512e+00,-1.390847e+00-j4.824394e+00,5.40855e-09,4.63335e-09,3102,1862.4,2047.2,2305.8,702.75
3.101943e+00+j3.249942e+00,5.986178e+00+j1.765608e+00,6.296303e+00-j1.151649e+00,4.963339e+00-j2.767926e+00,3.657414e+00-j3.228299e+00,2.720213e+00-j3.209473e+00,2.077964e+00-j3.033690e+00,1.631415e+00-j2.820300e+00,1.312180e+00-j2.610843e+00,1.077293e+00-j2.418550e+00,4.73025e-09,7.3542e-09,3135.6,2736,2232,2562.3,1931.25
2.530802e+00+j3.982157e-01,2.541439e+00-j3.636202e-01,2.290595e+00-j8.329177e-01,1.984045e+00-j1.099597e+00,1.691294e+00-j1.235244e+00,1.435121e+00-j1.289324e+00,1.219440e+00-j1.294423e+00,1.040901e+00-j1.271248e+00,8.939405e-01-j1.232588e+00,7.729353e-01-j1.186232e+00,5.74515e-09,7.4052e-09,2652,24000,2479.2,930.6,1952.25
1.355268e+01-j1.095227e+01,2.995259e+00-j7.624459e+00,1.307006e+00-j5.251055e+00,7.454467e-01-j4.018107e+00,4.861365e-01-j3.264128e+00,3.436298e-01-j2.753259e+00,2.564179e-01-j2.383095e+00,1.989887e-01-j2.101972e+00,1.590456e-01-j1.880928e+00,1.301219e-01-j1.702394e+00,6.55095e-09,3.52665e-09,2598,2013.6,24000,1451.7,2022.75
-5.895115e+00+j1.656507e+00,-6.266105e+00+j7.694421e-01,-6.355129e+00+j1.863391e-01,-6.350494e+00-j2.532181e-01,-6.300885e+00-j6.133812e-01,-6.223756e+00-j9.228285e-01,-6.127187e+00-j1.195879e+00,-6.015770e+00-j1.440271e+00,-5.892603e+00-j1.660635e+00,-5.760094e+00-j1.859815e+00,4.7685e-09,7.56585e-09,2414.4,2082,1825.2,18000,1705.5
4.615486e-01+j1.271533e+00,1.074188e+00+j1.762048e+00,1.847397e+00+j1.977699e+00,2.648346e+00+j1.867049e+00,3.326284e+00+j1.457118e+00,3.771525e+00+j8.533040e-01,3.955339e+00+j1.912415e-01,3.919545e+00-j4.201548e-01,3.736219e+00-j9.237059e-01,3.473370e+00-j1.306209e+00,2.11905e-09,5.9619e-09,3562.8,1840.8,1288.8,2043,1873.5
2.212951e-01-j1.354499e+01,8.691493e-02-j8.490535e+00,4.646390e-02-j6.206386e+00,2.891833e-02-j4.896105e+00,1.972208e-02-j4.044422e+00,1.432225e-02-j3.445870e+00,1.085619e-02-j3.001980e+00,8.527500e-03-j2.659576e+00,6.866904e-03-j2.387380e+00,5.644750e-03-j2.165783e+00,5.56665e-09,5.304e-09,2736,2642.4,240000,1012.5,1036.5
2.953255e-01+j5.396065e-01,6.427802e-01+j6.406380e-01,9.868155e-01+j5.390575e-01,1.212386e+00+j2.890206e-01,1.281280e+00-j8.558565e-04,1.231395e+00-j2.478462e-01,1.120936e+00-j4.239532e-01,9.923828e-01-j5.354468e-01,8.679556e-01-j5.989573e-01,7.565752e-01-j6.300650e-01,6.4158e-09,4.75575e-09,3478.8,1267.2,1360.8,914.4,1959
-5.096527e+00-j2.517315e-01,-4.952946e+00-j8.790576e-01,-4.725555e+00-j1.346035e+00,-4.451140e+00-j1.711153e+00,-4.151423e+00-j1.993770e+00,-3.842834e+00-j2.205788e+00,-3.537682e+00-j2.357689e+00,-3.244534e+00-j2.459516e+00,-2.968794e+00-j2.520656e+00,-2.713337e+00-j2.549528e+00,2.8254e-09,7.36695e-09,3474,1740,24000,2072.7,968.25
1.488507e+00+j8.398218e-01,1.886179e+00+j3.790006e-01,1.961303e+00-j4.503982e-02,1.890732e+00-j3.679367e-01,1.757920e+00-j5.994614e-01,1.603182e+00-j7.588048e-01,1.446790e+00-j8.636481e-01,1.298688e+00-j9.283693e-01,1.163283e+00-j9.641215e-01,1.041932e+00-j9.792807e-01,5.95935e-09,3.63885e-09,2343.6,24000,2065.2,1011.6,1851.75
6.883423e-01+j1.356351e+00,1.662954e+00+j1.680386e+00,2.745058e+00+j1.300270e+00,3.330550e+00+j3.182435e-01,3.224182e+00-j6.640704e-01,2.764127e+00-j1.284416e+00,2.261961e+00-j1.576675e+00,1.834769e+00-j1.673381e+00,1.498281e+00-j1.670576e+00,1.238324e+00-j1.621272e+00,7.02525e-09,3.0447e-09,2226,1633.2,2475.6,1022.4,1172.25
-4.255725e+00+j6.423506e-02,-4.256463e+00+j3.155226e-02,-4.256660e+00+j1.299415e-02,-4.256700e+00-j3.518315e-04,-4.256675e+00-j1.112124e-02,-4.256601e+00-j2.044314e-02,-4.256502e+00-j2.891339e-02,-4.256381e+00-j3.678734e-02,-4.256240e+00-j4.427778e-02,-4.256079e+00-j5.146980e-02,4.09785e-09,4.8195e-09,2676,2234.4,2367.6,180000,971.25
